Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
83033.0,-0.438529052790482,1.02322892953406,1.45294961778685,-0.22837686566111,0.178211873756489,-0.355772267161024,0.666384425245795,0.0623517816638618,-0.733073071469249,-0.168006777136064,1.11619458393859,0.870346744215712,0.647087927403729,0.191647623655515,0.101211610769478,0.461716816419353,-0.800263987692171,0.17338076692078,0.42070558160899,0.172450292222642,-0.187080922708607,-0.489933232116927,-0.0683619471772643,0.0008114552299558,-0.156338979993045,0.0717060561785089,0.263198103567916,0.109222522094817,9.42,0
36681.0,-6.97859849874205,-6.34210596676555,0.333022857616352,3.44260418974816,4.72951299709189,-3.46623136845172,0.0626012048797704,-0.556948508439133,-0.79251248642751,0.829213539105821,-0.506290196545824,-0.0217067214405397,0.834052159813194,-0.103703877624973,0.0798871180946874,0.955023984437875,-1.07742167415888,-0.451462987735664,-0.698602873395872,-2.89099361381998,-0.925290025792564,0.889629758214751,4.74415398905169,0.414755028637665,1.36879632205055,0.133490385379685,1.35273792316799,-0.600703145369617,97.84,0
142510.0,2.0213562108757,-0.10111645201718,-1.19941506389054,0.281103099358133,-0.115733205392144,-1.07611132588038,0.0706269832339164,-0.219038090360997,0.447368290165115,0.19556581141145,0.994470174556139,0.745186019134445,-0.53332922326098,0.761082483560856,0.123454876271844,0.0135313732619435,-0.708555281800221,0.505053523674053,0.0029267024528889,-0.269990496914843,0.311134959123753,1.00775071882104,0.0055728372373654,0.101738621612574,0.194209474473944,-0.125339766151089,-0.0231073006680884,-0.0679150290441817,1.0,0
77746.0,-1.37415720024294,1.46662185512104,0.540098729624944,-1.04808747553575,0.867781450958601,0.74631468868106,0.38330350454154,0.695342214095576,-0.662057372879147,-0.748080473523984,-0.0806491465807831,0.0966713422622866,0.0289241175023405,-0.0435437224294975,0.209468242632453,1.14394931053214,-0.652465898137724,0.458190718679566,-0.138046393798151,-0.0601519175107565,-0.249488416844834,-0.938703066332674,-0.305140155407812,-1.77453978501865,0.406886908718908,0.12497636857478,-0.146137004579701,0.0331608408371843,14.48,0
139676.0,1.95531511588757,-0.226443564177392,-2.70062189650883,0.15289535018205,2.610668783295,3.39515416397541,-0.30495386407509,0.749371318984381,0.0850938540175611,0.337674465923676,-0.0466529311858075,0.174516274885651,-0.149270423334051,0.712420737218896,0.951555170434221,-0.103741540412443,-0.704953210687604,-0.116974185563473,-0.749658839955485,-0.126002863886551,0.274669669893112,0.735457831638435,0.0036374646447123,0.710512732964771,0.343877426069647,-0.409126743101081,0.0155216366212756,-0.052495309728807,36.85,0
87659.0,-2.39251920783904,2.43048353168024,-0.928939780421553,-1.30116154161247,1.04489487037566,-0.823343016724658,1.82695325238821,-1.15728723573641,3.13397287870972,3.98150432061395,-0.0035626865206963,-0.870075561370637,-0.922432340377281,-2.79440827798738,0.257943710869068,-0.358546354452866,-0.169042465645832,-0.564492556169172,-0.591878210962504,1.54752129084442,-0.932213160089183,-0.969001939370989,0.133552507906294,0.505319973388528,-0.0318185559442856,-0.0093684734226968,0.0864823426013015,-0.137354178492625,8.98,0
127001.0,2.19054932961479,-1.71104786741332,-2.77596718582843,-2.63465872937837,1.31255074648849,3.19959448924959,-1.33311136768132,0.668015259554536,-1.71120425612598,1.67017882023831,-0.0899718527906849,-0.893309780864592,0.370546480701698,0.0555744670934666,0.63417593496983,-0.651012979398361,0.301667607551462,-0.0270772435460833,-0.507322885883486,-0.223174379202194,0.12363355386067,0.58334350024256,0.0491098111456629,0.72433130266768,0.0923582649403107,0.0907001893970359,-0.0029257669222466,-0.0545916053047357,81.0,0
166306.0,-0.170838455446699,0.609213999602999,-0.161245220292968,-0.941129376347679,1.70982500126545,-0.96736485213985,1.17563231018514,-0.369171883712869,-0.0326548459599887,-0.991939264188891,-0.930614961621528,-0.19658588091154,0.10661169368819,-1.19036810945762,-0.633568388318795,0.446553186815945,-0.0375970242269364,-0.194820572854003,-0.612930261437448,-0.0194194211322112,-0.252980249253484,-0.613756324837518,0.107945127311176,0.376762249488906,-0.985044287281011,-0.100104031232372,-0.0139287107578173,0.0331876345070657,1.98,0
68453.0,0.522645372558437,-2.1691951425235,0.8383003205585,-0.0824474501199636,-2.12060230760497,-0.0120757008382747,-0.750113334369898,0.130047020503907,-0.0564393552616631,0.391941380960651,0.934861976594729,0.0821597980823972,-0.853581082656022,-0.447680366153288,-1.25287701112358,0.966998766979608,0.575948538848424,-0.929723947469781,1.00664902872922,0.799354383799674,0.296104034106778,0.0569519191561504,-0.317474791475098,0.561920132679264,0.152354626276892,-0.313268841594267,-0.0294181132727562,0.0838203680705556,403.48,0
133901.0,1.81860278504064,-0.392432981699789,-1.03942133422757,1.37273845186331,0.275969345657568,0.651307739507306,-0.115845418824748,0.158041367118319,0.86770343104044,0.118656150809993,-0.136167688209445,1.26028093420158,-0.265335300233333,-0.0688392675154112,-2.32497371967252,-0.537770006023868,-0.216646532955124,-0.297367359306105,0.67709257691158,-0.1248170520969,-0.276450202439088,-0.610128267609853,0.149852602583768,0.190303096247638,0.0694705893549323,-0.846521965758795,0.0206101098031404,-0.0401274050443445,73.0,0
79836.0,1.03697350081171,0.116957364852722,0.538881548404829,1.22583505469742,-0.438945450954485,-0.60040885077671,0.118332798109713,-0.0990977949453252,-0.354220093263178,0.174851114440362,1.5787500774442,1.27356138306672,0.568167567504223,0.40131892943291,0.199843957426804,0.318283584649531,-0.701671360808506,0.289177924868358,-0.287794203078885,0.0460640070846316,0.14862313284953,0.30563172181398,-0.130825752137173,0.551839679183244,0.547912310891485,-0.368434264736409,0.009546689081741,0.0297037088752041,74.0,0
79407.0,0.0726139256261369,0.999471240220632,0.195307503943063,0.569819592339035,0.695670924606069,1.612394034842,-1.02165850194196,-2.40609112171133,-0.894100664960519,-0.545066308303317,0.0550539054492754,0.911642079865901,0.753701540854145,0.795141256512335,0.809258985182531,0.457086455506258,-0.763978923903333,0.496393740646903,0.622705865388576,0.709997010099526,-1.32193968712062,0.272418570819168,-0.231870665371177,-1.69922445496881,0.874218025395681,-0.203361500774703,0.132132003199799,0.224876310281642,2.49,0
79261.0,-0.787434085070751,0.0137707033038884,0.571382944559218,-1.20272438876776,2.52415053423562,3.782082658017,-0.308917783798897,1.11395238297605,0.286020318765574,-0.933735421870847,-1.03695137035539,0.0819066828730558,-0.402811731977314,-0.440022674490658,-1.34030088301089,-0.0090602494047329,-0.490461564432857,-0.0473749766696828,0.165074220798587,0.0598579647708997,-0.0822758419130839,-0.236443630279748,-0.235870754417555,1.05111547762908,0.330391806368636,0.283465814043366,0.0594442190948929,0.0996667594592117,12.7,0
73029.0,1.1949384389703,-0.0670176529394051,0.248341210518672,1.02309001103267,0.439961722974531,1.62221713161693,-0.454543136255058,0.374289873099049,0.580171823464177,-0.113638824691595,-0.53195741858789,1.30890494058804,0.989828056527713,-0.494840293709313,-1.3856086239311,-0.165166563635484,-0.496288723034858,0.0500552772894203,0.678333861644683,-0.0658300890666435,-0.134756320157313,0.0024020921385903,-0.310092474813977,-1.6476492208942,0.847416629603384,-0.171915219737346,0.0731259084657751,-0.0026100842433395,10.0,0
162597.0,-0.52993747425767,1.04619276253994,-0.984351498656583,-0.489368897048565,0.758963060237988,-0.372057172654039,1.14903797148835,0.274789579332342,-0.147872791773918,-0.738199759075439,-2.0937141224176,-0.764133944684923,-1.34303051681639,0.926922331328449,-0.289201496661616,-0.617957252010556,-0.0433763451335829,0.0668708925288758,0.839086472193633,0.0027369822934299,0.0774175552864871,0.200456487323067,-0.088718129604086,0.0704172955258559,0.060257652692429,-0.205614070330868,0.246650998147817,0.180866101020379,72.57,0
89160.0,-0.114612517178265,1.21276859537098,-0.185258288015441,-0.453283174447619,0.607509433469339,-1.15637818805723,1.13198893865206,-0.333377559380512,0.0061892873245486,-0.0143928503060603,-0.67461800280643,0.559394351836424,1.08539009908907,0.142952967256451,0.39752940440719,-0.575287347490955,-0.487907331439506,-0.0795191175609443,-0.0714807890534537,0.166263704558249,0.357313985406268,1.4337471693673,-0.130625697429527,0.0528568402760395,-0.71765726871322,-0.216105511838198,0.627106686036053,0.383286694090345,1.79,0
44499.0,1.22191073072907,-0.25301882186795,0.397954429089402,-0.530337418556074,-0.0564447536506639,0.796805366439434,-0.600013452673547,0.22108915914714,0.235440355883845,-0.16222512566224,0.699510777054422,1.32923308429478,1.8266271100597,-0.197110777341001,0.969836822530912,0.874178247833438,-1.02988125888105,0.164718015575493,0.302639220714508,0.113710049863864,-0.0171246753558038,-0.0032231137008443,-0.0969947691329321,-1.24397218957267,0.150542938320529,1.03990658672296,-0.0340248328362905,-0.0034810373324697,27.2,0
122017.0,0.0692619011709469,0.647444798944546,-0.810199748384824,1.21177582788763,0.561629817576151,0.0484998822838631,-0.460068003757707,-2.71466175547083,-0.696413377097405,-0.352906571872128,-0.0044642128948677,-0.18154672020515,-2.60379367132087,1.68904370678104,-0.684591049414994,-0.525068561132767,0.0624975064232614,0.3830279262352,0.773347632264939,0.598310846260866,-1.12963968622351,0.573430175616921,-0.605788518988449,-0.419257268181484,0.762402582313404,-0.303592616025321,0.131221768879714,0.293091447194858,100.0,0
164732.0,-3.27431457190908,2.2020593400973,-0.218180427223505,-4.18854956715556,3.42083594304001,6.51448177050722,-2.41913153287354,-15.9203860636622,4.15289865431109,2.50601142992109,1.27483027742068,0.081100735391542,-1.60789131110445,-2.26218316345726,1.6451195742475,-1.63613078045601,-1.4354393436669,-0.517961187559649,0.349406621656413,3.30968967537511,-3.49693291453225,1.00863208066463,0.876484519697235,0.546019273492235,-1.84715888382383,-1.30573641240868,-4.29579022970217,-3.20522479801146,9.73,0
